dong_code,region_name,school,subway,hospital,cafe,total_score
2824510800,인천광역시 계양구 방축동,47,34,312,389,1209
2824510900,인천광역시 계양구 박촌동,36,29,261,333,1014
2824511000,인천광역시 계양구 동양동,19,15,85,116,369
2824511100,인천광역시 계양구 귤현동,19,18,98,157,445
2824511200,인천광역시 계양구 상야동,18,13,30,93,228
2824511300,인천광역시 계양구 하야동,28,32,140,211,643
2824511400,인천광역시 계양구 평동,23,6,48,104,264
2824511500,인천광역시 계양구 노오지동,25,8,58,112,302
2824511600,인천광역시 계양구 선주지동,25,10,42,99,263
2824511700,인천광역시 계양구 이화동,34,17,192,259,762
2824511800,인천광역시 계양구 오류동,41,14,193,270,780
2824511900,인천광역시 계양구 갈현동,34,14,130,191,561
2824512000,인천광역시 계양구 둑실동,47,26,151,219,693
2824512100,인천광역시 계양구 목상동,26,14,110,188,502
2824512200,인천광역시 계양구 다남동,31,27,168,248,727
2824512300,인천광역시 계양구 장기동,3,3,5,18,43
2826010100,인천광역시 서구 백석동,39,32,162,220,718
2826010200,인천광역시 서구 시천동,40,26,121,210,610
2826010300,인천광역시 서구 검암동,30,24,120,187,559
2826010400,인천광역시 서구 경서동,18,4,127,288,590
2826010500,인천광역시 서구 공촌동,42,38,257,363,1075
2826010600,인천광역시 서구 연희동,39,23,210,354,921
2826010700,인천광역시 서구 심곡동,57,21,296,60,829
2826010800,인천광역시 서구 가정동,63,26,431,671,1737
2826010900,인천광역시 서구 신현동,57,24,375,627,1563
2826011000,인천광역시 서구 석남동,58,30,382,564,1534
2826011100,인천광역시 서구 원창동,39,14,324,612,1380
2826011200,인천광역시 서구 가좌동,46,27,290,447,1200
2826011300,인천광역시 서구 마전동,42,30,194,211,773
2826011400,인천광역시 서구 당하동,54,31,245,296,987
2826011500,인천광역시 서구 원당동,59,26,291,364,1142
2826011700,인천광역시 서구 대곡동,44,25,247,341,998
2826011800,인천광역시 서구 금곡동,20,18,102,150,448
3020012700,대전광역시 유성구 도룡동,38,24,514,603,1779
2826011900,인천광역시 서구 오류동,6,6,13,71,127
2826012000,인천광역시 서구 왕길동,26,23,153,178,605
2826012100,인천광역시 서구 불로동,63,28,317,358,1202
2826012200,인천광역시 서구 청라동,44,17,302,637,1380
2871025000,인천광역시 강화군 강화읍,9,0,70,92,250
2871025021,인천광역시 강화군 강화읍 신문리,9,0,70,92,250
2871025022,인천광역시 강화군 강화읍 관청리,9,0,70,88,246
2871025023,인천광역시 강화군 강화읍 국화리,6,0,60,80,212
2871025024,인천광역시 강화군 강화읍 남산리,12,0,70,103,267
2871025025,인천광역시 강화군 강화읍 갑곳리,9,0,70,92,250
2871025026,인천광역시 강화군 강화읍 용정리,9,0,70,86,244
2871025027,인천광역시 강화군 강화읍 옥림리,9,0,70,81,239
2871025028,인천광역시 강화군 강화읍 월곳리,8,0,3,17,39
2871025029,인천광역시 강화군 강화읍 대산리,8,0,12,31,71
2871031000,인천광역시 강화군 선원면,3,0,15,41,77
2871031021,인천광역시 강화군 선원면 금월리,6,0,1,34,48
2871031022,인천광역시 강화군 선원면 연리,6,8,1,19,57
2871031023,인천광역시 강화군 선원면 지산리,3,3,17,36,85
2871031024,인천광역시 강화군 선원면 신정리,5,0,58,75,201
2871031025,인천광역시 강화군 선원면 창리,9,0,70,99,257
2871031026,인천광역시 강화군 선원면 선행리,7,0,20,44,98
2871031027,인천광역시 강화군 선원면 냉정리,6,0,8,28,56
2871032000,인천광역시 강화군 불은면,6,3,1,21,44
2871032021,인천광역시 강화군 불은면 두운리,3,3,0,12,27
2871032022,인천광역시 강화군 불은면 고능리,3,8,1,13,45
2871032023,인천광역시 강화군 불은면 오두리,3,13,3,7,58
2871032024,인천광역시 강화군 불은면 넙성리,3,13,2,9,58
2871032025,인천광역시 강화군 불은면 신현리,2,16,8,33,101
2871032026,인천광역시 강화군 불은면 삼동암리,9,0,0,17,35
2871032027,인천광역시 강화군 불은면 삼성리,6,0,0,18,30
2871032028,인천광역시 강화군 불은면 덕성리,4,19,2,35,104
2871033000,인천광역시 강화군 길상면,3,8,9,88,136
2871033021,인천광역시 강화군 길상면 온수리,2,8,8,37,81
2871033022,인천광역시 강화군 길상면 선두리,3,9,6,58,103
2871033023,인천광역시 강화군 길상면 동검리,1,30,0,25,117
2871033024,인천광역시 강화군 길상면 초지리,2,27,6,64,161
2871033025,인천광역시 강화군 길상면 장흥리,1,30,1,53,147
2871033026,인천광역시 강화군 길상면 길직리,5,8,8,36,86
2871034000,인천광역시 강화군 화도면,7,0,1,63,79
2871034021,인천광역시 강화군 화도면 내리,4,0,1,22,32
2871034022,인천광역시 강화군 화도면 상방리,7,0,1,25,41
2871034023,인천광역시 강화군 화도면 문산리,7,0,1,18,34
2871034024,인천광역시 강화군 화도면 덕포리,7,0,1,23,39
2871034025,인천광역시 강화군 화도면 사기리,1,3,0,34,45
2871034026,인천광역시 강화군 화도면 동막리,36,6,0,31,121
2871034027,인천광역시 강화군 화도면 흥왕리,1,0,0,13,15
