buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight,매물유형
2023,24.02~26.02,신규,26,1,2024,"3,000",82.76,16,614,65,무등산 한국아델리움 어반센트럴,,,29170,북구,각화동,,오피스텔
2022,,,11,1,2024,"1,000",84.98,12,764,70,광산엘리체 레이크시티,,,29200,광산구,지죽동,,오피스텔
2023,,,12,1,2024,"22,300",59.74,4,506-3,0,수완 한국아델리움 더숲,,,29200,광산구,하남동,,오피스텔
2022,24.01~25.01,신규,25,1,2024,500,22,12,506-11,40,예미지 파크힐스,,,29200,광산구,하남동,,오피스텔
2019,24.01~25.01,신규,28,1,2024,300,28,3,760-19,48,(760-19),,,29200,광산구,송정동,,오피스텔
2020,24.01~25.01,신규,12,1,2024,"1,000",30,14,872-4,48,더허브,,,29200,광산구,월계동,,오피스텔
2022,24.02~25.02,신규,13,1,2024,"1,000",50.98,12,657-5,70,첨단 한국아델리움 메트로시티,,,29200,광산구,쌍암동,,오피스텔
2023,24.01~26.01,신규,24,1,2024,"17,700",31.68,6,673-3,0,첨단AM-STAY 센트럴파크,,,29200,광산구,쌍암동,,오피스텔
2022,24.02~26.02,신규,3,1,2024,"1,000",84.96,23,764,70,광산엘리체 레이크시티,,,29200,광산구,지죽동,,오피스텔
2023,24.02~26.02,신규,7,1,2024,"17,900",31.68,15,673-3,0,첨단AM-STAY 센트럴파크,,,29200,광산구,쌍암동,,오피스텔
2021,24.01~26.01,신규,16,1,2024,"1,000",49.21,14,845-10,65,송정역 한국아델리움 더 씨티,,,29200,광산구,송정동,,오피스텔
2022,24.01~26.01,신규,8,1,2024,"2,500",62.21,3,24-3,50,다솔 RIVER PALACE,,,30140,중구,문창동,,오피스텔
2004,24.02~25.01,신규,10,1,2024,500,36.45,11,1417,45,둔산 더 리치빌,,,30170,서구,둔산동,,오피스텔
2004,24.02~25.02,신규,30,1,2024,500,39.09,5,1293,55,케이티 그랜드 뷰,,,30170,서구,둔산동,,오피스텔
2005,24.03~25.03,신규,23,1,2024,500,36.12,4,1369,44,넥서스밸리,,,30170,서구,둔산동,,오피스텔
2004,24.02~25.01,신규,22,1,2024,500,36.98,17,243,35,스타게이트씨네몰,,,30170,서구,월평동,,오피스텔
2005,24.02~25.02,신규,31,1,2024,500,36.12,3,1370,50,넥서스밸리,,,30170,서구,둔산동,,오피스텔
2005,24.02~25.02,신규,29,1,2024,500,33.72,11,743,45,하이플러스,,,30170,서구,탄방동,,오피스텔
2005,24.01~25.01,신규,13,1,2024,500,31.02,5,1369,41,넥서스밸리,,,30170,서구,둔산동,,오피스텔
2005,24.02~25.02,신규,22,1,2024,500,27.21,12,1370,40,넥서스밸리,,,30170,서구,둔산동,,오피스텔
2005,24.02~26.02,갱신,16,1,2024,"5,000",41.05,3,936,40,태산시그마빌,"5,000",40,30170,서구,둔산동,,오피스텔
2006,24.02~25.02,갱신,25,1,2024,"5,000",43.3,8,244,40,대전 둔산지구 우림필유,"5,000",40,30170,서구,월평동,,오피스텔
2013,,,30,1,2024,500,36.16,7,670-5,35,(670-5),,,30200,유성구,용계동,,오피스텔
2013,24.02~25.02,신규,6,1,2024,300,18.17,5,670-5,37,(670-5),,,30200,유성구,용계동,,오피스텔
2019,24.01~26.01,신규,28,1,2024,"9,500",25.17,10,1343,5,메종 드 세이,,,30200,유성구,관평동,,오피스텔
1990,24.02~25.02,신규,12,1,2024,500,32.25,9,551-7,46,한진오피스텔,,,30200,유성구,봉명동,,오피스텔
2011,24.01~26.01,신규,19,1,2024,"1,000",42.3,4,893-1,45,폴리더빌라스,,,30200,유성구,지족동,,오피스텔
,24.02~25.02,신규,4,1,2024,300,24.19,6,670-9,45,스타펠리스오피스텔,,,30200,유성구,용계동,,오피스텔
2014,25.02~27.02,갱신,22,1,2024,"3,000",24.06,19,536-5,40,유성 푸르지오 시티,"3,000",40,30200,유성구,봉명동,,오피스텔
2013,24.02~25.02,신규,31,1,2024,500,26.78,7,445-4,40,리베라 아이누리2 도시형생활주택,,,30200,유성구,봉명동,,오피스텔
2023,24.02~26.02,신규,28,1,2024,"2,000",84.89,2,673-1,110,힐스테이트 도안퍼스트,,,30200,유성구,용계동,,오피스텔
2014,24.01~25.01,갱신,16,1,2024,500,23.99,5,536-5,39,유성 푸르지오 시티,500,37,30200,유성구,봉명동,,오피스텔
2008,24.02~25.05,신규,27,1,2024,"1,000",39.82,3,251-1,42,(251-1),,,30230,대덕구,중리동,,오피스텔
2008,24.02~25.02,신규,24,1,2024,300,26.8,3,251-1,37,(251-1),,,30230,대덕구,중리동,,오피스텔
2008,24.01~25.01,신규,4,1,2024,500,39.05,4,251-1,47,(251-1),,,30230,대덕구,중리동,,오피스텔
2018,24.01~25.01,신규,8,1,2024,500,22.57,4,529,50,타워더모스트 우정혁신도시,,,31110,중구,우정동,,오피스텔
2023,24.02~26.02,신규,22,1,2024,"12,000",35.62,6,810,0,태화강 유보라 팰라티움,,,31110,중구,우정동,,오피스텔
2019,24.02~26.02,신규,12,1,2024,"9,200",27.88,9,356,0,학성동 파크 디아채,,,31110,중구,학성동,,오피스텔
2018,24.02~25.01,신규,27,1,2024,500,22.57,9,529,50,타워더모스트 우정혁신도시,,,31110,중구,우정동,,오피스텔
2018,24.03~25.02,갱신,9,1,2024,500,22.57,6,529,50,타워더모스트 우정혁신도시,50,40,31110,중구,우정동,,오피스텔
2017,24.01~25.01,신규,16,1,2024,500,20.8,3,106-3,32,소담팰리스,,,31110,중구,반구동,,오피스텔
2019,24.01~25.01,신규,17,1,2024,500,27.88,6,356,45,학성동 파크 디아채,,,31110,중구,학성동,,오피스텔
2016,24.01~26.01,갱신,22,1,2024,400,39.47,3,40-9,50,번영로 드림파크,500,45,31110,중구,복산동,사용,오피스텔
2023,24.01~25.01,신규,13,1,2024,"2,000",35.62,9,810,60,태화강 유보라 팰라티움,,,31110,중구,우정동,,오피스텔
2018,24.01~25.01,신규,23,1,2024,500,22.57,14,529,50,타워더모스트 우정혁신도시,,,31110,중구,우정동,,오피스텔
2014,,,30,1,2024,"17,000",84.57,6,1171-17,0,남경아델리,,,31140,남구,신정동,,오피스텔
2013,24.01~25.01,신규,17,1,2024,500,32.73,8,1612-2,65,나인파크 삼산 오피스텔,,,31140,남구,삼산동,,오피스텔
2018,24.01~25.01,신규,8,1,2024,300,36.68,5,684-1,65,신정 오펠리움 플러스,,,31140,남구,신정동,,오피스텔
2022,24.05~26.05,신규,31,1,2024,"20,500",63.04,8,569-2,0,문수로드림파크,,,31140,남구,신정동,,오피스텔
2020,24.01~26.01,갱신,15,1,2024,"20,000",46.77,4,881-10,0,(881-10),"20,000",,31140,남구,달동,사용,오피스텔
2010,24.01~26.01,신규,25,1,2024,"2,000",49.67,3,524-10,35,태성시티타워,,,31140,남구,신정동,,오피스텔
2017,24.01~25.01,신규,30,1,2024,500,26.2,10,1404-3,53,대공원센트럴하임더시티,,,31140,남구,옥동,,오피스텔
2017,24.01~25.01,신규,12,1,2024,500,29.22,7,1624-1,55,코아루 벨라채,,,31140,남구,삼산동,,오피스텔
2015,24.01~26.01,신규,12,1,2024,"7,800",28.14,9,619-5,0,(619-5),,,31140,남구,달동,,오피스텔
2017,24.02~25.02,신규,11,1,2024,500,26.44,8,218-7,50,온리원오피스텔,,,31140,남구,삼산동,,오피스텔
2012,24.03~25.03,신규,29,1,2024,"2,000",63.85,9,312-7,50,필레오오피스텔,,,31170,동구,전하동,,오피스텔
,24.02~26.02,신규,24,1,2024,"1,000",84.85,12,1525,75,골든베이비치 오피스텔,,,31170,동구,방어동,,오피스텔
2018,24.02~25.02,신규,20,1,2024,"1,000",23.58,13,579-24,40,센트럴나인,,,31170,동구,일산동,,오피스텔
2023,24.02~25.02,신규,24,1,2024,"5,000",56.48,15,782,50,스위첸 웰츠타워 2단지,,,31170,동구,전하동,,오피스텔
,24.02~26.02,신규,16,1,2024,"2,000",84.72,11,303-23,55,지태빌,,,31170,동구,전하동,,오피스텔
2023,24.02~26.02,신규,27,1,2024,"16,000",56.48,17,782,0,스위첸 웰츠타워 2단지,,,31170,동구,전하동,,오피스텔
2023,24.01~25.01,신규,9,1,2024,"2,000",55.04,17,782,70,스위첸 웰츠타워 2단지,,,31170,동구,전하동,,오피스텔
2015,24.01~25.01,신규,8,1,2024,500,84.82,5,207-3,70,HUB FELIZ,,,31170,동구,방어동,,오피스텔
2023,24.01~26.01,신규,15,1,2024,"15,000",56.48,21,782,30,스위첸 웰츠타워 2단지,,,31170,동구,전하동,,오피스텔
2023,24.02~26.02,신규,6,1,2024,"17,000",55.04,20,782,0,스위첸 웰츠타워 2단지,,,31170,동구,전하동,,오피스텔
2018,24.02~24.05,신규,20,1,2024,200,16.44,7,974-18,50,(),,,31200,북구,산하동,,오피스텔
2017,24.01~26.07,신규,4,1,2024,"8,500",158,8,972-6,0,제1동,,,31200,북구,산하동,,오피스텔
2017,,,30,1,2024,500,158,9,972-6,55,제1동,,,31200,북구,산하동,,오피스텔
2020,24.01~25.01,신규,4,1,2024,300,29.53,5,1610-3,42,ktx월드메르디앙12,,,31710,울주군,삼남읍 신화리,,오피스텔
2018,24.01~25.01,신규,11,1,2024,500,34.94,8,1609,45,금아드림팰리스,,,31710,울주군,삼남읍 신화리,,오피스텔
2021,24.01~25.01,갱신,13,1,2024,300,24.34,22,1611-2,39,울산 태왕아너스 퍼스티안,300,39,31710,울주군,삼남읍 신화리,사용,오피스텔
2018,24.01~25.01,신규,9,1,2024,500,34.94,13,1609,45,금아드림팰리스,,,31710,울주군,삼남읍 신화리,,오피스텔
2021,24.02~26.02,신규,3,1,2024,"9,000",25.97,26,1611-2,0,울산 태왕아너스 퍼스티안,,,31710,울주군,삼남읍 신화리,,오피스텔
2018,24.02~25.02,신규,21,1,2024,"1,000",68.97,4,1609,55,금아드림팰리스,,,31710,울주군,삼남읍 신화리,,오피스텔
2021,24.01~25.03,신규,13,1,2024,300,24.34,11,1611-2,42,울산 태왕아너스 퍼스티안,,,31710,울주군,삼남읍 신화리,,오피스텔
2023,24.02~25.02,신규,27,1,2024,500,27.37,11,1610-2,40,노스텔지아,,,31710,울주군,삼남읍 신화리,,오피스텔
2019,24.02~25.02,갱신,23,1,2024,"6,500",19.85,6,1605-3,0,울산역 신한디아채시티,"6,500",,31710,울주군,삼남읍 신화리,,오피스텔
2019,24.02~25.02,신규,13,1,2024,"1,000",32.73,6,1606-3,35,위너스프라자,,,31710,울주군,삼남읍 신화리,,오피스텔
2020,,,2,1,2024,"16,000",79.76,5,531,0,새샘마을 8단지,,,36110,,소담동,,오피스텔
2014,24.02~25.02,갱신,28,1,2024,"6,000",21.92,15,648,9,2차푸르지오시티,"6,000",10,36110,,어진동,,오피스텔
2020,24.02~25.02,갱신,12,1,2024,"1,000",59.05,4,521,60,KT&G세종타워C,"1,000",60,36110,,어진동,,오피스텔
2014,24.01~25.01,신규,3,1,2024,300,23.57,17,649,45,호수의아침,,,36110,,어진동,,오피스텔
2020,24.03~25.02,갱신,12,1,2024,"1,000",58.31,6,521,62,KT&G세종타워C,"1,000",62,36110,,어진동,,오피스텔
2014,24.04~25.04,갱신,30,1,2024,500,23.24,7,648,52,2차푸르지오시티,500,50,36110,,어진동,사용,오피스텔
2014,24.02~25.01,신규,20,1,2024,500,22.42,7,656,45,푸르지오시티,,,36110,,어진동,,오피스텔
2014,24.02~25.02,신규,23,1,2024,500,24.32,6,656,55,푸르지오시티,,,36110,,어진동,,오피스텔
2020,24.03~25.02,갱신,12,1,2024,500,22.74,8,521,41,KT&G세종타워C,500,41,36110,,어진동,,오피스텔
2020,24.03~25.02,갱신,12,1,2024,500,22.74,8,521,41,KT&G세종타워C,500,41,36110,,어진동,,오피스텔
2006,,,20,1,2024,"1,000",29.09,2,514,45,수원로얄팰리스,,,41111,수원시 장안구,송죽동,,오피스텔
2023,,,13,1,2024,"29,000",84.65,15,961,0,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2023,,,6,1,2024,"30,000",84.65,26,961,10,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2023,,,10,1,2024,"32,000",84.65,25,961,0,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2023,,,5,1,2024,"32,000",84.65,30,961,0,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2023,,,6,1,2024,"35,000",84.65,25,961,0,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2023,24.03~26.03,신규,24,1,2024,"5,000",84.65,24,961,130,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2022,24.03~26.03,신규,18,1,2024,"2,000",84.72,2,216-31,120,제이빌,,,41111,수원시 장안구,연무동,,오피스텔
2023,24.02~26.02,신규,19,1,2024,"30,000",84.65,31,961,0,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2023,24.02~26.02,신규,13,1,2024,"30,000",84.65,19,961,0,화서역 푸르지오 브리시엘,,,41111,수원시 장안구,정자동,,오피스텔
2005,,,26,1,2024,"1,000",44.64,9,1010-1,65,청광 노블하임,,,41113,수원시 권선구,권선동,,오피스텔
2021,24.01~25.01,신규,23,1,2024,"5,000",25.38,8,1011-16,45,(1011-16),,,41113,수원시 권선구,권선동,,오피스텔
2017,24.01~25.01,신규,26,1,2024,"1,000",50.57,9,1113-5,78,로얄팰리스,,,41113,수원시 권선구,금곡동,,오피스텔
2006,24.01~26.01,갱신,28,1,2024,"22,000",71.27,2,1013-4,0,한라비발디파크,"22,000",,41113,수원시 권선구,권선동,,오피스텔
2018,24.02~25.02,갱신,20,1,2024,500,21.4,6,1125-3,45,세종 헤르메스 오피스텔,500,45,41113,수원시 권선구,금곡동,사용,오피스텔
2004,25.01~26.01,신규,6,1,2024,500,25.35,8,1023-2,48,이오스 오피스텔,,,41113,수원시 권선구,권선동,,오피스텔
2004,24.01~25.01,갱신,11,1,2024,"1,000",71.61,6,1011-10,81,올림픽공원대우미래사랑102동,"1,000",77,41113,수원시 권선구,권선동,,오피스텔
2006,24.02~25.02,갱신,20,1,2024,500,36.1,8,1013-4,65,한라비발디파크,500,65,41113,수원시 권선구,권선동,,오피스텔
2021,24.01~25.01,신규,9,1,2024,"1,000",42.38,8,1118-4,65,호매실 THE LIV STYLE,,,41113,수원시 권선구,금곡동,,오피스텔
2005,24.02~25.02,신규,9,1,2024,500,30.98,10,1010-1,50,청광 노블하임,,,41113,수원시 권선구,권선동,,오피스텔
2022,24.03~26.03,신규,13,1,2024,"1,000",33.98,2,139-18,85,한일베라체 에코플러스,,,41115,수원시 팔달구,우만동,,오피스텔
2004,24.01~25.01,신규,25,1,2024,500,31.04,7,1016-2,47,현대하이엘,,,41115,수원시 팔달구,인계동,,오피스텔
2010,24.02~25.02,신규,25,1,2024,500,29.41,7,1034-3,50,드라마시티,,,41115,수원시 팔달구,인계동,,오피스텔
2003,24.02~26.02,신규,19,1,2024,"1,000",58.28,6,743-21,85,삼라오피스텔,,,41115,수원시 팔달구,인계동,,오피스텔
2018,24.01~26.01,신규,8,1,2024,"12,000",22.59,4,1036-7,0,수원인계 리슈빌S,,,41115,수원시 팔달구,인계동,,오피스텔
2004,24.02~25.02,신규,26,1,2024,"2,000",19.14,4,1036-6,34,인계 오피앙 오피스텔,,,41115,수원시 팔달구,인계동,,오피스텔
2004,24.02~25.02,신규,26,1,2024,500,21.12,6,1036-6,38,인계 오피앙 오피스텔,,,41115,수원시 팔달구,인계동,,오피스텔
2017,24.02~25.01,갱신,13,1,2024,"5,000",26.36,6,1118-8,38,라비채빌딩,"5,000",36,41115,수원시 팔달구,인계동,,오피스텔
2016,24.01~26.01,갱신,7,1,2024,"18,500",82.86,2,939-14,0,더 캐슬,"18,500",,41115,수원시 팔달구,인계동,,오피스텔
2004,24.01~25.01,신규,2,1,2024,500,19.14,10,1036-6,35,인계 오피앙 오피스텔,,,41115,수원시 팔달구,인계동,,오피스텔
2015,,,12,1,2024,"42,900",84.83,12,1014,0,광교 힐스테이트 레이크,,,41117,수원시 영통구,하동,,오피스텔
2015,,,23,1,2024,500,22.62,9,1338,70,광교센트럴푸르지오시티,,,41117,수원시 영통구,이의동,,오피스텔
,,,23,1,2024,"2,000",48.61,33,1019,140,광교 더샵 레이크파크,,,41117,수원시 영통구,하동,,오피스텔
2018,,,6,1,2024,"33,560",41.09,17,1021,0,힐스테이트 광교,,,41117,수원시 영통구,하동,,오피스텔
2014,,,10,1,2024,"36,000",62.99,5,1352,0,에듀하임1309오피스텔,,,41117,수원시 영통구,이의동,,오피스텔
2014,,,26,1,2024,500,24.97,8,1352,75,에듀하임1309오피스텔,,,41117,수원시 영통구,이의동,,오피스텔
2015,,,20,1,2024,"43,000",84.83,9,1014,0,광교 힐스테이트 레이크,,,41117,수원시 영통구,하동,,오피스텔
2015,,,20,1,2024,"20,000",29.09,5,1332,0,"광교C1 호반베르디움, Summit Place광교",,,41117,수원시 영통구,이의동,,오피스텔
2015,,,12,1,2024,"45,000",84.68,9,1014,0,광교 힐스테이트 레이크,,,41117,수원시 영통구,하동,,오피스텔
2018,,,10,1,2024,"30,870",41.09,10,1021,0,힐스테이트 광교,,,41117,수원시 영통구,하동,,오피스텔
2017,24.02~25.02,신규,25,1,2024,500,19.85,13,560,77,남위례역아이파크,,,41131,성남시 수정구,창곡동,,오피스텔
2017,24.01~25.01,신규,16,1,2024,"1,000",18.63,11,536,75,위례리버스토리,,,41131,성남시 수정구,창곡동,,오피스텔
2017,24.02~25.02,갱신,22,1,2024,"1,000",19.85,4,560,80,남위례역아이파크,"1,000",80,41131,성남시 수정구,창곡동,,오피스텔
2021,24.02~25.02,신규,31,1,2024,500,23.95,8,322,134,판교아이스퀘어,,,41131,성남시 수정구,시흥동,,오피스텔
2018,24.02~26.02,갱신,13,1,2024,"30,000",35.43,13,560-1,0,남위례역 푸르지오 시티,"21,388",,41131,성남시 수정구,창곡동,,오피스텔
2024,24.03~26.03,신규,11,1,2024,"4,000",66.01,7,2487,125,더그린시티,,,41131,성남시 수정구,신흥동,,오피스텔
2020,24.02~26.02,갱신,20,1,2024,"18,740",23.58,16,559-10,0,위례엘포트한라비발디,"17,850",,41131,성남시 수정구,창곡동,사용,오피스텔
2021,24.04~26.04,신규,31,1,2024,"29,000",64.47,6,3520,0,다온 아트리움,,,41131,성남시 수정구,태평동,,오피스텔
2017,24.03~26.03,신규,16,1,2024,"47,000",65.63,8,505,0,위례 한화 오벨리스크 센트럴스퀘어,,,41131,성남시 수정구,창곡동,,오피스텔
2018,24.03~25.03,신규,26,1,2024,"3,000",25.77,11,559-7,72,위례 헤리움,,,41131,성남시 수정구,창곡동,,오피스텔
2019,24.04~26.04,갱신,3,1,2024,"17,850",20.87,7,181,0,시그너스,"17,850",,41133,성남시 중원구,여수동,,오피스텔
2017,24.03~25.03,신규,29,1,2024,500,20.04,10,1404,60,성남 센트럴 푸르지오 시티,,,41133,성남시 중원구,성남동,,오피스텔
1999,24.03~26.03,신규,22,1,2024,"6,000",22.65,9,2263,0,현대그린타운,,,41133,성남시 중원구,성남동,,오피스텔
2024,24.03~26.03,신규,13,1,2024,"23,000",39.98,8,2167,0,성남 수진역 더리브 프리미어,,,41133,성남시 중원구,성남동,,오피스텔
2019,24.02~26.02,신규,29,1,2024,830,28.21,6,4936,29,성남 모란드림시티,,,41133,성남시 중원구,성남동,,오피스텔
2017,24.01~25.01,신규,6,1,2024,500,23.54,3,1404,58,성남 센트럴 푸르지오 시티,,,41133,성남시 중원구,성남동,,오피스텔
2017,24.02~25.02,신규,18,1,2024,"1,000",23.54,6,1404,75,성남 센트럴 푸르지오 시티,,,41133,성남시 중원구,성남동,,오피스텔
2017,24.03~25.03,신규,27,1,2024,500,20.04,10,1404,60,성남 센트럴 푸르지오 시티,,,41133,성남시 중원구,성남동,,오피스텔
2024,24.02~26.02,신규,12,1,2024,"1,000",21.9,11,2167,75,성남 수진역 더리브 프리미어,,,41133,성남시 중원구,성남동,,오피스텔
2019,24.03~26.03,신규,30,1,2024,"7,000",25,6,2201,50,수진역 코아루 천년가 오피스텔,,,41133,성남시 중원구,성남동,,오피스텔
2015,,,21,1,2024,"1,000",25.08,29,162-2,79,정자동3차 푸르지오 시티,,,41135,성남시 분당구,정자동,,오피스텔
2015,,,29,1,2024,"21,500",25.08,25,162-2,0,정자동3차 푸르지오 시티,,,41135,성남시 분당구,정자동,,오피스텔
2015,,,6,1,2024,"28,000",29.44,7,162-2,0,정자동3차 푸르지오 시티,,,41135,성남시 분당구,정자동,,오피스텔
2015,,,13,1,2024,"21,500",24.98,25,162-2,0,정자동3차 푸르지오 시티,,,41135,성남시 분당구,정자동,,오피스텔
2015,,,6,1,2024,"17,500",20.5,7,16-1,0,정자역 AK 와이즈플레이스,,,41135,성남시 분당구,정자동,,오피스텔
2015,,,10,1,2024,"10,500",26.65,29,16-1,47,정자역 AK 와이즈플레이스,,,41135,성남시 분당구,정자동,,오피스텔
2014,24.02~26.02,신규,30,1,2024,"25,200",28.57,9,653,0,판교역 푸르지오시티,,,41135,성남시 분당구,삼평동,,오피스텔
2023,24.02~26.02,신규,4,1,2024,"3,000",84.77,8,660,200,패밀리판교 102동,,,41135,성남시 분당구,대장동,,오피스텔
2004,24.02~25.02,갱신,25,1,2024,"3,000",26.95,19,17-2,68,백궁 동양파라곤,"3,000",60,41135,성남시 분당구,정자동,사용,오피스텔
